sample_barcode	amplicon_index	amplicon_classification	amplicon_intervals
TCGA-13-1491-01	5	Heavily-rearranged	"19:31290598-34295039,20:26220058-26220618"
TCGA-13-1491-01	6	Linear	10:572925-5637942
TCGA-13-1491-01	7	Linear	20:34227152-34581610
TCGA-13-1491-01	8	Linear	10:24300720-24789614
TCGA-14-0786-01	1	Linear	7:57919731-57935910
TCGA-14-0786-01	2	Linear	7:54691877-55516422
TCGA-14-1402-01	1	Linear	"7:49935956-49936503,7:64385662-66844306"
TCGA-14-1402-01	2	Heavily-rearranged	"1:148195022-148195569,4:34451470-34472017,7:33008879-33043578,7:39892400-39925846,7:44005669-45019578,7:53197879-63305857,7:63635305-63635852,7:75287045-75699935,7:91591064-94812943,17:57068588-57069135,20:25661587-25882133,20:26035156-26075703"
TCGA-14-1402-01	3	Linear	7:48145082-48752224
TCGA-14-1402-01	4	Linear	7:99353983-100999083
TCGA-14-1459-01	2	BFB	1:204237540-205552466
TCGA-14-1459-01	3	Circular	"7:52383442-55698207,7:64878597-65079016,GL000217.1:19835-172149"
TCGA-14-1823-01	1	Heavily-rearranged	"1:83795311-83795924,1:148175066-148215679,7:49163466-82968060,7:86802024-94954696,13:84404009-84404622,20:25728288-25768901,20:26047885-26088498"
TCGA-14-1823-01	2	Linear	7:47302665-49160622
TCGA-14-1823-01	3	Heavily-rearranged	"7:35977330-35977943,7:43302683-47301671,7:82968959-86800436"
TCGA-14-2554-01	2	Circular	7:54704349-55397964
TCGA-14-2554-01	3	Circular	1:11754100-15799427
TCGA-16-1063-01	2	Linear	22:26295032-26417568
TCGA-16-1063-01	3	Circular	7:54648230-55878207
TCGA-16-1063-01	4	Heavily-rearranged	"2:149268875-149269330,11:107321233-107321688,17:71761927-73622989,17:73623943-73624398"
TCGA-18-3408-01	1	BFB	"3:166091528-166092033,3:166895731-179157466,3:179559616-186059011,3:191593830-191594335,20:3498866-3499371"
TCGA-18-3408-01	2	Linear	3:166154715-166894537
TCGA-18-3408-01	5	BFB	7:54127919-56613705
TCGA-18-3415-01	1	Linear	3:188963779-189045853
TCGA-18-3415-01	15	Linear	10:5494802-5595918
TCGA-18-3415-01	5	Linear	3:189587090-189672596
TCGA-18-3415-01	6	Linear	"12:91121100-91350774,12:91354579-91355093"
TCGA-18-4721-01	1	Linear	3:170356872-174349629
TCGA-18-4721-01	2	Linear	3:166541033-168144194
TCGA-18-4721-01	6	BFB	"3:174740388-184861348,11:912099-912734"
TCGA-19-2620-01	2	Heavily-rearranged	"1:148193733-148214322,7:33008643-33009233,7:50412135-50729952,7:54196394-55855342"
TCGA-19-2624-01	6	Circular	"1:148085334-148295928,5:75449006-75469034,7:32919067-33143842,7:51489955-51490549,7:54441373-56083663,12:57592795-59303930,12:62988293-63796187,12:64044910-64045504,12:64255383-64255977,12:64993699-65428795,12:66017722-66018316,12:67243289-67852702,12:68515199-68731165,12:68920414-69370548"
TCGA-19-5960-01	1	Circular	6:106684550-107996929
TCGA-19-5960-01	2	Circular	"1:153958148-153958732,7:143640572-143641156,12:44399288-45936610,12:56274324-56570625,12:57345003-57549453,12:57930354-58400722,12:82493666-82791972"
TCGA-19-5960-01	6	Circular	6:155274328-157247663
TCGA-19-5960-01	7	Linear	6:170048113-171115067
TCGA-21-1076-01	1	Linear	19:35581166-36037337
TCGA-21-1082-01	2	BFB	3:162163036-171251343
TCGA-21-1082-01	4	Heavily-rearranged	"3:142095385-162156755,13:65932130-65932752"
TCGA-21-1082-01	5	Linear	"3:171255913-197538677,5:1575895-1576517,16:46386182-46406804"
TCGA-21-1083-01	1	Linear	18:329585-1192120
TCGA-21-5782-01	2	Circular	3:174305958-197538677
TCGA-21-5782-01	3	BFB	11:67771136-71252759
TCGA-21-5782-01	6	BFB	14:36396239-38358326
TCGA-22-1016-01	1	Linear	1:52130055-52274259
TCGA-22-1016-01	2	Heavily-rearranged	"1:51465785-52127891,4:158357054-158357605"
TCGA-22-1016-01	3	Linear	1:55416492-55719042
TCGA-22-1016-01	4	BFB	"4:70058002-70058553,11:100834627-103416421"
TCGA-22-1016-01	5	Linear	1:55720436-56974747
TCGA-22-1016-01	8	Linear	"2:220554224-223538316,5:1319006-1319557"
TCGA-22-5477-01	1	Linear	2:120345916-120895105
TCGA-22-5477-01	10	Linear	12:18388665-25362552
TCGA-22-5477-01	11	Circular	3:174958947-187268326
TCGA-22-5477-01	12	Linear	12:25370173-25402069
TCGA-22-5477-01	3	BFB	2:124495847-125744804
TCGA-22-5477-01	4	Linear	1:181109477-181160271
TCGA-22-5477-01	5	Circular	"12:25404603-39223566,20:40247213-40267733,20:43037709-43038230,20:43060359-43080880"
TCGA-22-5477-01	6	Linear	5:32998930-39717935
TCGA-22-5477-01	8	Linear	12:889901-18387945
TCGA-22-5492-01	1	Linear	2:60450756-64928820
TCGA-22-5492-01	2	Linear	2:55460827-57953217
TCGA-22-5492-01	4	Heavily-rearranged	"2:97109169-99272476,7:81124466-81124935"
TCGA-23-1110-01	10	Linear	9:789931-16590839
TCGA-23-1110-01	12	Linear	10:415239-592926
TCGA-23-1110-01	13	Linear	10:593404-1398834
TCGA-23-1110-01	14	Linear	20:31701332-35720649
TCGA-23-1110-01	15	Linear	10:4129295-4197254
TCGA-23-1110-01	16	Linear	20:53423021-62219837
TCGA-23-1110-01	17	Linear	10:4199856-4224053
TCGA-23-1110-01	2	Linear	20:51675733-53397181
TCGA-23-1110-01	5	Linear	10:4224547-4415307
TCGA-23-1110-01	7	Linear	20:49162576-51674867
TCGA-23-1110-01	8	Linear	20:35726401-49162241
TCGA-23-1110-01	9	Linear	11:25296493-26100938
TCGA-23-1118-01	1	Linear	1:229645706-229711854
TCGA-23-1124-01	10	Linear	6:74266836-79804875
TCGA-23-1124-01	11	BFB	"6:88061836-90941240,20:52021016-52021650"
TCGA-23-1124-01	15	Linear	10:38204849-38497777
TCGA-23-1124-01	17	Linear	10:38502360-38709503
TCGA-23-1124-01	2	Linear	1:29529942-33751103
TCGA-23-1124-01	21	Linear	19:21350329-22527846
TCGA-23-1124-01	22	Linear	20:10632178-12614084
TCGA-23-1124-01	3	Linear	1:167934421-167957818
TCGA-23-1124-01	4	Linear	1:201385497-201444698
TCGA-23-1124-01	5	Linear	1:238212704-238376361
TCGA-23-1124-01	6	Heavily-rearranged	"2:46373394-55406379,3:191455433-191456067,6:135588350-135608983,18:49674722-49675356"
TCGA-23-1124-01	7	Linear	3:148149422-148189939
TCGA-23-1124-01	8	Linear	4:7722559-7753417
TCGA-23-1124-01	9	Linear	6:82220551-88061039
TCGA-24-0982-01	1	Heavily-rearranged	"18:22012348-28038611,18:29261103-29261645"
TCGA-24-0982-01	2	Linear	5:28849969-29106006
TCGA-24-0982-01	3	Linear	19:12577722-17492686
TCGA-24-0982-01	4	Linear	19:30043221-30710400
TCGA-24-0982-01	5	Heavily-rearranged	"19:5387014-12577474,19:18936745-19433024"
TCGA-24-1419-01	1	Linear	12:60429415-60719680
TCGA-24-1419-01	2	BFB	"12:127782038-129015940,12:133630838-133831634"
TCGA-24-1419-01	3	Linear	4:73175939-74123138
TCGA-24-1419-01	4	Heavily-rearranged	"14:104543267-107349540,15:22386806-22597602"
TCGA-24-1466-01	10	Linear	10:9773732-15584630
TCGA-24-1466-01	11	Linear	3:149946812-150325498
TCGA-24-1466-01	12	Linear	15:92345042-92475343
TCGA-24-1466-01	16	Linear	X:6075481-6383089
TCGA-24-1466-01	17	Linear	11:14307560-14341393
TCGA-24-1466-01	18	Linear	"7:65090711-65091314,7:125429661-126744756"
TCGA-24-1466-01	19	Linear	X:11493563-11547336
TCGA-24-1466-01	2	Linear	20:22831378-23012609
TCGA-24-1466-01	20	Linear	7:148389782-149270651
TCGA-24-1466-01	3	Linear	10:22872839-23286997
TCGA-24-1466-01	4	Linear	1:178074513-181068977
TCGA-24-1466-01	5	Linear	7:136855543-139242883
TCGA-24-1466-01	6	Linear	3:22504134-22648597
TCGA-24-1466-01	8	Linear	16:19745979-20095316
TCGA-24-1466-01	9	Linear	3:111110277-115016240
TCGA-24-1544-01	1	Linear	19:33477124-33673722
TCGA-24-1544-01	10	Linear	5:32917103-33914592
TCGA-24-1544-01	12	Linear	5:33923910-33943592
TCGA-24-1544-01	13	Linear	5:34754304-35184688
TCGA-24-1544-01	14	Linear	19:44941727-44970264
TCGA-24-1544-01	15	Linear	19:50132338-50370678
TCGA-24-1544-01	16	Linear	19:51657382-51898751
TCGA-24-1544-01	17	Linear	19:55519604-55810172
TCGA-24-1544-01	18	Heavily-rearranged	"5:16049299-16565031,5:17000708-17161564,5:26755937-27698143,5:35185896-40733030,19:28380016-31543823,19:37554415-41402579,19:43612782-43613346,19:54748402-55097629"
TCGA-24-1544-01	19	Linear	19:45147835-45370838
TCGA-24-1544-01	2	Heavily-rearranged	"5:12403284-15019732,8:53944848-61495697,19:36147124-36911359,19:57921750-57922314"
TCGA-24-1544-01	20	Linear	5:45017856-45143597
TCGA-24-1544-01	21	Linear	5:45146720-45378456
TCGA-24-1544-01	24	Linear	19:34626931-34965260
TCGA-24-1544-01	25	Linear	8:37561346-40100570
TCGA-24-1544-01	26	Linear	8:53706162-53940575
TCGA-24-1544-01	27	Linear	19:48919938-49000411
TCGA-24-1544-01	3	Linear	5:20924438-21248281
TCGA-24-1544-01	4	Linear	5:21609524-21676669
TCGA-24-1544-01	5	Linear	5:21680477-21834230
TCGA-24-1544-01	6	Linear	5:21837180-22051657
TCGA-24-1544-01	7	Linear	5:23473712-24580094
TCGA-24-1544-01	8	Linear	5:27699869-28173256
TCGA-24-1544-01	9	Linear	5:28179035-28635825
TCGA-24-1548-01	13	Linear	19:30063505-33125483
TCGA-24-1548-01	14	Linear	19:34341235-38154702
TCGA-24-1548-01	15	Linear	19:38787444-40843127
TCGA-24-1548-01	2	Linear	3:66914460-90418659
TCGA-24-1548-01	3	Linear	7:109565285-124870010
TCGA-24-1548-01	4	Linear	7:124945562-158385118
TCGA-24-1548-01	5	Linear	10:19562709-19616591
TCGA-24-1548-01	8	Heavily-rearranged	"12:25404603-28586597,20:2758493-2759241"
TCGA-24-1552-01	1	Linear	1:206476850-206681203
TCGA-24-1552-01	10	Linear	19:6810405-7272713
TCGA-24-1552-01	11	Linear	19:31345458-32419271
TCGA-24-1552-01	12	Linear	19:32420079-33229836
TCGA-24-1552-01	4	Heavily-rearranged	"1:109494347-109515115,3:103920416-115706580,9:82655345-82656113"
TCGA-24-1552-01	5	Heavily-rearranged	"6:65930957-66243451,17:55194001-55194769,19:28494757-31301247,19:33783758-41168461"
TCGA-24-1552-01	6	Linear	8:41436481-41876504
TCGA-24-1552-01	7	Linear	8:41877114-42005239
TCGA-24-1552-01	8	Linear	8:42175447-42369343
TCGA-24-1552-01	9	Linear	8:42382967-42933372
TCGA-24-1557-01	10	Linear	5:32045193-32101330
TCGA-24-1557-01	17	Linear	8:124958392-124978745
TCGA-24-1557-01	18	Linear	8:125584939-145232496
TCGA-24-1557-01	19	Linear	11:32333664-32381969
TCGA-24-1557-01	2	Linear	2:172084298-178763911
TCGA-24-1557-01	21	Linear	11:100802711-100874362
TCGA-24-1557-01	23	Linear	20:50382619-50398001
TCGA-24-1557-01	24	Linear	20:62029710-62070966
TCGA-24-1557-01	25	Linear	20:62090552-62219837
TCGA-24-1557-01	3	Linear	2:178786819-178823710
TCGA-24-1557-01	5	Linear	2:204051168-204298504
TCGA-24-1557-01	8	Linear	5:8893378-8978530
TCGA-24-1557-01	9	Linear	5:32179285-32585221
TCGA-24-1558-01	1	Linear	1:113832212-114364691
TCGA-24-1558-01	10	Linear	10:38686141-39063635
TCGA-24-1558-01	14	Heavily-rearranged	"1:111034817-113174973,3:163918521-163939289,6:100635888-100656655,6:134405339-134406107,10:5404079-5404847,10:6093751-6094519,10:31197370-38683603,11:21973260-22302124,11:28975583-29685916,16:10203023-16977102,16:18301181-18401948,19:9731183-10502129,19:11149461-14872565,19:17756518-17757286,19:29745732-31016985,19:32760190-33688692,19:37422157-40869182,19:40874210-40874978,19:42380693-45607139,19:45609925-45610693,19:45640704-45641472,Y:19411295-19412063,GL000220.1:0-161802"
TCGA-24-1558-01	20	Linear	18:18697628-18941899
TCGA-24-1558-01	3	Linear	6:98163267-99226977
TCGA-24-1558-01	6	Linear	7:75381611-75648499
TCGA-24-1558-01	7	Linear	19:16255238-16676327
TCGA-24-1558-01	8	Linear	19:16736594-17125169
TCGA-24-1558-01	9	Linear	19:17129211-17739682
TCGA-24-1562-01	3	Linear	12:31157513-31484881
TCGA-24-1562-01	4	Linear	"12:32000861-32021425,12:32138705-32229374"
TCGA-24-1562-01	5	Linear	12:132056309-132093024
TCGA-24-1614-01	1	Linear	"2:213512331-213656187,2:213656794-213766493,2:213767734-213768319"
TCGA-24-1614-01	10	Linear	3:145940282-146236161
TCGA-24-1614-01	12	Linear	12:11921304-15126003
TCGA-24-1614-01	4	Heavily-rearranged	"8:124162626-128559637,Y:18856438-18857023"
TCGA-24-1614-01	5	Heavily-rearranged	"2:105945117-105965701,19:37163424-37164009"
TCGA-24-1614-01	7	Linear	19:28240493-35779547
TCGA-24-2024-01	1	Linear	17:75217178-75235908
TCGA-24-2024-01	2	Linear	11:49434738-49459219
TCGA-24-2290-01	2	Linear	1:78532684-78547895
TCGA-24-2290-01	4	Heavily-rearranged	"8:76961840-84816972,17:50675053-50675825,X:46876662-54045042,GL000220.1:0-161802"
TCGA-24-2290-01	7	Linear	14:50156551-50206702
TCGA-25-1632-01	12	Linear	8:42256603-42318846
TCGA-25-1632-01	13	Linear	8:14828138-14847710
TCGA-25-1632-01	14	Linear	8:126959273-131167622
TCGA-25-1632-01	15	Linear	8:8600083-9408474
TCGA-25-1632-01	16	Linear	8:20024130-20401528
TCGA-25-1632-01	17	Linear	8:25012264-25407702
TCGA-25-1632-01	2	Linear	3:61733961-66126549
TCGA-25-1632-01	3	Linear	8:23064783-23183128
TCGA-25-1632-01	5	Linear	5:13997803-14799058
TCGA-25-1632-01	8	Linear	8:124528675-126002886
TCGA-25-1632-01	9	Heavily-rearranged	"8:19429571-19752207,8:132747615-135394067"
TCGA-25-1634-01	1	Linear	6:62236966-64139255
TCGA-25-1634-01	10	Linear	12:889901-1237057
TCGA-25-1634-01	2	Circular	"6:67046629-67596288,6:101496387-108229964"
TCGA-25-1634-01	4	Linear	6:64139855-64432857
TCGA-25-1634-01	5	Linear	12:1241813-3411467
TCGA-25-1634-01	6	Linear	6:64882929-65147394
TCGA-25-1634-01	7	Linear	6:65147828-65518776
TCGA-25-1634-01	8	Linear	6:66953420-66993455
TCGA-25-1634-01	9	Heavily-rearranged	"12:6523222-15508108,12:31353450-31353948,X:38058088-38058586"
TCGA-25-2400-01	1	Linear	1:8882186-10508136
TCGA-25-2400-01	10	Linear	5:67473573-67491184
TCGA-25-2400-01	14	Linear	10:3137471-3308014
TCGA-25-2400-01	15	Heavily-rearranged	"2:50032609-50033250,10:3308715-5150965,12:59046745-67535935"
TCGA-25-2400-01	16	Linear	19:15296306-15439573
TCGA-25-2400-01	18	Heavily-rearranged	"1:33478358-33478999,1:59096224-59096865,2:29155139-35813424,2:59044696-64782492,2:97860449-97861090,12:57823191-58510132,X:56782045-56782686,X:124016141-124016782"
TCGA-25-2400-01	25	Linear	16:3875128-6198009
TCGA-25-2400-01	27	Linear	12:57785422-57815922
TCGA-25-2400-01	28	Circular	"1:34647198-44152754,2:41367519-50032468,9:71604318-71604959,16:6198361-6199002,X:153684607-153685248"
TCGA-25-2400-01	29	Linear	X:46924552-47638769
TCGA-25-2400-01	3	Linear	"1:13525425-13546065,1:13724100-14321304"
TCGA-25-2400-01	30	Linear	19:9685136-10429983
TCGA-25-2400-01	31	Linear	X:49370373-50152696
TCGA-25-2400-01	32	Linear	14:27613463-27840959
TCGA-25-2400-01	33	Linear	14:27841211-28317438
TCGA-25-2400-01	34	Heavily-rearranged	"16:14506449-14987102,16:15195230-15455870,16:16562928-16609275,16:18151433-18232834"
TCGA-25-2400-01	4	Linear	5:36081766-36260130
TCGA-25-2400-01	6	Linear	5:36357587-40219475
TCGA-25-2400-01	7	Linear	5:41224609-43762174
TCGA-25-2400-01	8	Linear	5:43775543-44417970
TCGA-25-2400-01	9	Linear	19:15198630-15292945
TCGA-26-1438-01	1	Circular	"4:60271469-60271949,12:57381018-58405962,12:59148735-59556477,12:59874266-63695053,12:69027961-69849046"
TCGA-26-5132-01	1	Linear	12:71487860-72346937
TCGA-26-5132-01	2	Circular	7:52974995-56588629
TCGA-26-5132-01	3	Linear	12:101944911-102190363
TCGA-26-5132-01	4	Heavily-rearranged	"12:7946898-8147540,12:132991377-133191394"
TCGA-26-5132-01	5	Heavily-rearranged	"12:89347394-89615028,12:94497225-94497868,12:101322376-101544291,12:111682298-111929087"
TCGA-26-5132-01	6	Heavily-rearranged	"12:4265304-4716901,12:39641593-39942812,12:124656540-124894467"
TCGA-26-5132-01	7	Circular	"12:41538922-42069007,12:69024628-69445487,12:82131956-82475532,GL000220.1:0-161802"
TCGA-26-5135-01	1	Circular	"4:52606506-57813265,12:58019615-62582737,12:63492654-63851299,12:64107246-64682690,12:67766244-68062128,12:68323297-71543060"
TCGA-27-1831-01	1	Linear	7:54687732-55520677
TCGA-27-2523-01	1	Circular	7:54852246-55603880
TCGA-27-2528-01	3	Heavily-rearranged	"7:54827177-55380677,7:55750100-55994663,7:127989211-130850767"
TCGA-27-2528-01	4	Heavily-rearranged	"7:27875103-28085656,7:28177641-29724221,7:30786459-31119897,7:87921914-87922468,7:150454922-150910529"
TCGA-32-1970-01	1	Linear	7:27664193-29199869
TCGA-32-1970-01	11	Linear	19:40201235-40246076
TCGA-32-1970-01	12	Linear	19:40300650-40334719
TCGA-32-1970-01	13	Heavily-rearranged	"4:34451406-34452034,4:95518092-95518720,5:27606301-27606929,7:37461425-37462053,7:38857669-38878296,7:41411093-63400146,7:63635205-63635833,20:25728668-25781134,20:26048322-26088949"
TCGA-32-1970-01	14	Linear	19:39035031-39114705
TCGA-32-1970-01	15	Linear	19:39141712-39198172
TCGA-32-1970-01	16	Heavily-rearranged	"19:39356962-39517417,19:43091289-43111917,19:43156475-43177102,19:44406368-44426996"
TCGA-32-1970-01	2	Linear	7:25635633-25985342
TCGA-32-1970-01	3	Linear	7:34767610-34783285
TCGA-32-1970-01	4	Heavily-rearranged	"7:34090733-34115730,19:42070963-42091591,19:58061528-58106196"
TCGA-32-1970-01	5	Linear	19:40448137-40521371
TCGA-32-1970-01	6	Linear	19:57359799-57397510
TCGA-32-1970-01	7	Linear	19:58668387-58724943
TCGA-33-4586-01	1	Circular	3:83318839-88462077
TCGA-33-4586-01	4	Linear	19:44661602-44702688
TCGA-33-4586-01	5	Linear	3:100092809-100267635
TCGA-34-2596-01	1	Linear	3:174294496-178928175
TCGA-34-2596-01	4	Linear	3:178931448-183116781
TCGA-34-2596-01	6	Heavily-rearranged	"7:138828572-140961671,7:143740166-143740632"
TCGA-34-2600-01	1	Linear	1:32783142-46901047
TCGA-34-2600-01	10	Linear	9:31930137-34272090
TCGA-34-2600-01	13	Linear	20:26195758-33426212
TCGA-34-2600-01	14	Linear	20:33435160-37037584
TCGA-34-2600-01	15	Linear	21:41466448-41553083
TCGA-34-2600-01	18	Linear	X:15502573-18180499
TCGA-34-2600-01	19	Linear	X:19968882-20216863
TCGA-34-2600-01	20	Linear	20:49376675-49631741
TCGA-34-2600-01	3	Linear	1:232560816-232587308
TCGA-34-2600-01	4	Heavily-rearranged	"3:118123273-137027679,X:34522257-34522744,X:87239227-87239714"
TCGA-34-2600-01	5	Linear	3:137047712-142605169
TCGA-34-2600-01	6	Circular	"3:142613512-197538677,5:1622354-1642841"
TCGA-34-5240-01	1	Linear	3:194173322-197538677
TCGA-34-5240-01	2	Linear	3:127600723-137027679
TCGA-34-5240-01	3	Linear	18:329585-14642856
TCGA-34-5240-01	4	Linear	1:155142447-156058000
TCGA-34-5240-01	5	Heavily-rearranged	"3:137047712-194166250,6:93096631-93097199"
TCGA-35-4122-01	1	Heavily-rearranged	"15:23996141-23996603,19:31952960-36953492,20:26220149-26220611"
TCGA-35-4122-01	2	Heavily-rearranged	"2:25650617-25651079,16:28776505-31531094"
TCGA-36-1570-01	1	Linear	17:55007151-55141593
TCGA-36-1570-01	10	BFB	"3:168143710-168144487,11:99629958-99832576"
TCGA-36-1570-01	12	Linear	19:8747561-10441403
TCGA-36-1570-01	14	BFB	8:99446980-101174810
TCGA-36-1570-01	16	Linear	19:11915184-14915641
TCGA-36-1570-01	2	Linear	5:149283011-149335379
TCGA-36-1570-01	3	Linear	19:6772007-7184801
TCGA-36-1570-01	8	Linear	6:54804282-55435041
TCGA-36-1571-01	1	BFB	11:69147824-73856471
TCGA-36-1571-01	10	Linear	19:40146593-40358542
TCGA-36-1571-01	11	Linear	20:36564393-37191478
TCGA-36-1571-01	12	Linear	20:40253686-53260486
TCGA-36-1571-01	2	Linear	6:70030299-70615242
TCGA-36-1571-01	3	Linear	6:81007045-81778732
TCGA-36-1571-01	4	Linear	7:40987874-41429374
TCGA-36-1571-01	5	Circular	12:889901-46040814
TCGA-36-1571-01	6	Linear	18:31144537-31266741
TCGA-36-1571-01	7	Circular	"19:14717540-18784458,19:20786643-20807422,19:20883097-20883876,20:31382996-31383775"
TCGA-36-1571-01	8	BFB	"6:65743268-67236777,6:67538161-67538940,6:68144555-69704533,6:71819984-77071374,6:77072020-77072799,14:20501367-23531653,14:25952508-29588492,GL000226.1:0-15008,GL000219.1:155313-179198"
TCGA-36-1571-01	9	Linear	19:21248306-22242054
TCGA-36-1574-01	10	Linear	3:185666165-185822140
TCGA-36-1574-01	11	Circular	"8:120043317-144530651,X:124817645-124838412,Y:18856217-18856984"
TCGA-36-1574-01	17	Linear	8:112923338-120017703
TCGA-36-1574-01	2	Linear	17:74532093-74563653
TCGA-36-1574-01	4	Linear	5:132091522-132238139
TCGA-36-1574-01	6	Heavily-rearranged	"5:132239787-132240554,22:38763777-38873878"
TCGA-37-4135-01	10	BFB	"11:68160608-71079665,GL000202.1:0-40103"
